id,show_id,title,content
f0a402be82,s18,假冒身份,Diego和Isabel兩人逃離墨西哥的家園，假扮成已婚夫妻，逃避Diego的販毒敵人和Isabel的虐待丈夫。
808e2ed70c,s19,入侵,一場致命的入室搶劫發生在一對夫妻新的夢想家園，受到創傷的妻子尋找答案，卻發現真正的危險才剛要開始。
b1e955e485,s20,美洲豹,在1960年代，一位大屠殺倖存者加入了一群自我訓練的間諜，他們尋求對逃往西班牙躲藏的納粹分子進行正義審判。
d02f3b6bf2,s21,心魔：比利·米利根的24種面孔,在1970年代末，一名被指控連續強姦的犯罪嫌疑人聲稱有多重人格控制他的行為，引發了一場在美國引起轟動的法律遠征。
7d4fdcafc9,s22,復活：埃爾圖爾,一個13世紀的土耳其戰士無意中危及了他的部落，他同意為了新的部落土地而和蘇丹的敵人戰鬥。
6e3fe5f897,s23,阿瓦伊·尚穆基,離婚不久的一位慈父被拒絕探視女兒，為了能和她共度時間，他化身成一位灰髮的保姆。
73fe0ddc95,s24,疾速小車寶寶：克莉絲帝掌舵行動,從街機遊戲到乘雪橇的日子，再到驅除打嗝的方法，科瑞卡森好奇的妹妹克莉西獨自在城鎮上展開了快樂和冒險！
a884efc646,s25,牛仔褲,當她所愛的男人的父親堅持他的雙胞胎兒子娶雙胞胎姐妹時，這位女士創造了一個可能過於令人信服的另一個自我。
3447a4f04c,s26,《顏值配對：愛情頻譜上》,對於任何人來說，找到愛情都可能是困難的。對於自閉症譜系障礙的年輕成年人來說，探索充滿變數的約會世界更加複雜。
4a9f65785f,s27,夢中情人,一個交錯的愛情三角關係開始纏繞，當一個男人愛上了一個準修女的女孩，而她卻愛上了他找來幫助追求她的朋友。
1fd0d36626,s28,暮年狂歡會,悼念了他們所喜愛的初中籃球教練的離世，五位中年好友聚集在湖邊小屋，重新發現了童年的快樂。
df73b936d8,s29,黑暗天空,一個家庭在優美的郊區生活被一股外星力量入侵他們的家，當他們努力說服其他人這個致命威脅時，這美好的生活完全破碎了。
afaf8e2a4b,s30,偏執狂,被公司的CEO敲詐，一名低階員工發現自己被迫去偵查老闆的競爭對手和前任導師。
a45cf9e7e0,s31,無法言說的故事,當大都市的生活在他們周圍繁忙時，孤獨的靈魂在愛、失落和渴望的三個故事中發現了意想不到的連結和陪伴。
0d7c4cbe51,s32,芝加哥派對阿姨,《芝加哥派對阿姨》是一部以迪安為主角的影集，她是一個備受敬仰的麻煩製造者，擁有逃避成年生活的天賦，同時對她正在尋找自我的外甥有一絲軟弱之情。
f2a7550873,s33,性教育,不安的奧提斯在性方面有所有答案，這要歸功於他的治療師媽媽。因此叛逆的梅芙提議在學校開設性治療診所。
78db552ac1,s34,魷魚遊戲,數百名入不敷出的玩家接受了一個奇怪的邀請，參加兒童遊戲比賽。裡面有一個誘人的獎品等著他們 - 但代價是致命的高風險。
30cdb59e96,s35,泰奧與小巫師,泰勞的朋友被邪惡的魔法師綁架，他為了拯救朋友，踏上了冒險之旅，因為那些魔法師入侵了他們的城市，想要找到一顆神奇的寶石。
6840126e98,s36,移山的父親,當他的兒子在山上的一次雪中迷路時，一位退休情報官決心不計一切代價，冒著一切危險去找到他。
a00666b6c8,s37,堡壘,在小案件中受夠了的三名馬賽警察有機會打擊一個重要的毒品網絡。但當一名重要線人提出重大要求時，界線變得模糊起來。
08f69f945b,s38,愤怒的小鸟,紅鳥、查克和他們的羽毛朋友在守護鳥巢裡的蛋時，會有許多冒險。煩人的豬總是想要偷走蛋。
ae89c9f39d,s39,龍之誕生,年輕的李小龍教外人武術，激怒了功夫傳統派，最後與少林高手決戰。這部電影取材自真實事件。
d20ca994f5,s40,小小彼姆,一位勇敢、充滿活力的小男孩擁有超凡的能力，帶領朋友們展開刺激的冒險，保護村民不受邪惡的侵害。
b0f6ec4f4e,s41,席儿与能量大师,強大的少年亞當和他英雄般的不拘小隊發現了格雷斯庫的傳奇力量，以及他們守護以特尼亞免受邪惡的骷髏王的命運。
57cec839a6,s42,大白鯊,當一隻貪婪的大白鯊恐嚇阿米蒂島時，一名警察局長、一位海洋學家和一名經驗豐富的鯊魚獵人試圖摧毀這頭獸。
e45d212e74,s43,大白鯊2,距離上次致命的鯊魚襲擊已經四年，警察局長馬丁·布羅迪努力保護阿米蒂島，以免再次有一隻殺人的大白鯊出現。
10f0d87144,s44,大白鯊3,在一個海洋主題公園的工作人員試圖捕捉一隻年輕的大白鯊後，他們發現它的母親已侵入了圍欄並且渴望報復。
74cda02b9f,s45,大白鯊4：復仇之戰,在另一起致命的鯊魚襲擊之後，艾倫·布羅迪對阿米蒂島已經受夠了，她搬到了加勒比地區，但一隻大白鯊也跟著到了那裡。
51a4e4d3e1,s46,我的英雄是牛仔们,羅賓·威爾特希爾的痛苦童年被西部片拯救了。現在他生活在他的夢想邊疆，訓練他喜愛的馬匹出演大銀幕。
1057668607,s47,安全屋,年輕的CIA特工馬特·衛斯頓必須將一名危險的罪犯從一個遭受攻擊的機構安全屋中帶出，並將他帶到一個更安全的地方。
675eaabd16,s48,聰明的金錢女人,五個年輕有型的千禧世代努力追求成功，同時兼顧事業、財務、愛情和友誼。根據Arese Ugwu於2016年的暢銷小說改編而成。
c2119c2c83,s49,訓練日,一位菜鳥警察只有一天的時間向資深的洛杉磯警局毒品調查人員證明自己，他接受了導師可疑正義觀念的快速培訓。
db14a46de0,s50,城堡與城堡,一對高效率成功的律師發現自己在法律體系的對立利益中進行辯護，這導致他們幸福的婚姻產生壓力。
b086ed63b6,s51,法界戰場,在古老的大戰之後，神祇奇特拉古普塔負責裁定誰是這場戰鬥真正的英雄和惡棍。
475eb6ee5a,s52,犬夜叉電影2：鏡中的另一個城堡,隨著他們最大的敵人看似已被打敗，犬夜叉和他的朋友們回到了平凡的生活中。但和平很快被一個新興的敵人打破。
ae2d19d8e3,s53,犬夜叉電影3：正義之劍,偉大的犬妖留下了牙的三劍中的一把給他的兩個兒子。現在第三把劍的邪惡力量已經被喚醒。
ee487c18c7,s54,犬夜叉劇場版第4集：神秘島的火焰,愛，一位年輕的半妖，從蓬萊島逃脫，試圖幫助她的族人，現在與潛在的救世主稻荷神、殺生丸和桔梗一起回來了。
93bc213a25,s55,犬夜叉電影版：時代的痕跡,一個強大的惡魔被封印了兩百年。但當惡魔的兒子被喚醒時，世界的命運岌岌可危。
37a523a026,s56,當噴彩遇上專業,家庭烘焙師嘗試重現可以品嚐的大師級作品，以爭取10000美元的獎金，但他們的烘焙紀錄糟糕透頂。這是一場現實競賽，又是一場混亂不堪。
3603c9e275,s57,火影忍者疾風傳：血之監獄,被誤認為對四代雷影發動攻擊的忍者火影被囚禁在難以透過的鬼灯城堡，並且他的力量被封印。
418d8c0838,s58,火影忍者疾風傳：結合,當神秘的忍者襲擊木葉村時，青少年忍者火影和失蹤已久的好友佐助必須拯救地球。
ac906cbdf6,s59,火影忍者疾風傳劇場版：火之意志,當五大忍者村中有四個被摧毀時，倖存的村莊領導人試圖找出真正的罪魁禍首，保護他的土地。
27c8998051,s60,火影忍者疾風傳：劇場版,青少年忍者鳴人繼續展開冒險，他的任務是保護一位神職人員免受惡魔的傷害，但為了做到這一點，他必須犧牲自己。
70217e4c21,s61,火影忍者疾風傳：迷失之塔,當鳴人被派去尋找一名失蹤的忍者時，這名叛逃者成功將他送回了20年前的過去，在那裡他與他的父親聯合對抗邪惡。
35018b9334,s62,火影忍者劇場版2：葛雷之石的傳說,在一次尋找遺失寵物的任務中，鳴人和其他兩名忍者遭到了神秘的忽必烈帶領的殘酷騎士的伏擊。
3d4559f23f,s63,火影忍者劇場版：新月之守護者,活潑的忍者鳴人與他的朋友櫻和卡卡西一起護送道小王子満和他的兒子光到新月王國。
54dc8149d5,s64,火影忍者：雪國忍者之戰,火影忍者、佐助和櫻葉得知他們將在女演員拍攝下一部電影時保護她不受傷害，但後來發現她是一位公主。
478f67fc71,s65,夜夜書籍,恐怖故事愛好者Alex必須每晚講述一個毛骨悚然的故事，否則他將永遠被困在一個邪惡女巫的魔法公寓裡，與他的新朋友一起。
8ef05927ca,s66,數字積木,在一個叫做「數字之國」的地方，當一群開朗的積木一起工作、玩耍和唱歌時，數學變得非常有趣。
54c9c81dd5,s67,王者廚房與其他故事,探索印度地方菜系的歷史和風味，從傳統的克什米爾盛宴到古吉拉特素食菜餚。
0a23c0cb29,s68,救命金鈴,從中學到大學，好朋友Zack、Kelly、Slater、Jessie、Screech和Lisa在這部熱門影集中一起面對生活的高峰和低谷。
102f3f4ed0,s69,舒馬赫,透過獨家訪問和檔案影片，這部紀錄片描繪了七屆一級方程式冠軍迈克尔·舒马赫的親密肖像。
3c385630f5,s70,泰戈爾故事集,諾貝爾獎得主拉賓德拉納特·泰戈爾的作品在這部故事集中變得生動，故事背景設定在20世紀初的孟加拉。
5acf22619e,s71,玩火的我：拉丁美洲,在這個真人實境秀中，來自拉丁美洲和西班牙的單身人士將接受放棄性行為的挑戰。但在這裡，禁慾帶來了美好的一面：10萬美元的獎金。
83492a7590,s72,一個故事機器人太空冒險,跟著StoryBots和歷史性的Inspiration4太空任務中的太空旅行者一起尋找孩子們有關太空的問題的答案。
6d86ca8b88,s73,傑克懷特霍爾：與父親的旅行,在這部歡樂的喜劇中，傑克·懷特霍爾邀請他拘謹的父親邁克爾和他一起在東南亞旅行，試圖加深他們之間的聯繫。
9d450bf1ad,s74,大亨,當一位強大的女商人的政治抱負受到她與地下世界的聯繫威脅時，隨之而來的權力鬥爭可能會讓她付出一切的代價。
598dd7cc48,s75,世界最驚人的度假租屋,憑藉著對每個預算的精打細算，三位旅行者造訪全球各地的度假租屋，並在這個真人實境節目中分享他們的專家建議和訣竅。
1a1fa20b56,s76,求生大挑戰：絕境求生,飛機失事後，熊因失憶而必須做出選擇，拯救失蹤的飛行員並在這場高風險的互動冒險中生存下來。
79f0e0e1fd,s77,弱腿車手,一位膽小、熱愛動漫的青少年被吸引到學校的自行車俱樂部，他的新朋友們幫助他面對艱難挑戰，發展他的賽車天賦。
3d2e3194c9,s78,小辛格漢 - 黑影,年僅小小警探小辛厄失去了所有超能力，當他試圖阻止惡魔卡爾的新惡計時！他的內在力量能幫助他打敗敵人嗎？
26b1cd6bbd,s79,土格拉克王朝,一位新興政治人物擁有陰謀詭計，想要在政界上升 — 直到一個意想不到的新存在開始干擾他的每一個不正當行為。
74034c445a,s80,托格拉克王朝 (泰盧固語),一位新興政治家有陰謀策劃要在職位上升，直到一股意外的新力量開始干擾他的每一個不正當動作。
71a982ca81,s81,銀龍菲爾德雷克,當他的家受到人類威脅時，一隻年輕的龍鼓起勇氣尋找一個神話般的天堂，讓龍可以在那裡和平地生活並自由飛翔。
377dc6d632,s82,凱特,一名冷酷的刺客在東京工作，她在最後一次任務中被下了致命毒藥，現在只剩不到24小時的時間來找出是誰下令刺殺她，並展開報復。
dd50ce7e08,s83,路西法,對於成為地獄之王感到厭倦的魔鬼，決定搬到洛杉磯，開了一家夜店，並與一名殺人案偵查警探建立了聯繫。
ca1e9cf484,s84,金屬工藝大師,在這個比賽節目中，一群金屬藝術家使用火炬、切割和焊接從硬鋼中創造出史詩般的、厲害的作品。只有一個人能贏得5萬美元的獎金。
0daf3ea5dc,s85,小混混：黑幫傳奇,一位善良的女黑幫和她拘謹富裕的姐妹重逢，他們一同面對家庭、犯罪、警察和所有跟隨他們的麻煩。
07773b67f6,s86,寶可夢大師旅程：進化篇,在艾許通過世界冠軍系列的戰鬥中，歌兒繼續努力追逐每一隻神奇寶貝。他們一起展開冒險之旅！
14c0f39105,s87,獵物,一趟進入荒野的遠足旅行，對於五個朋友來說變成了一場迫不及待的求生之旅，他們得逃避一名神秘的槍手。
4ee89b371e,s88,提提波，提提波,提提婆火車準備證明他有能力幫助火車村的人們安全可靠地騎軌。
86cbad3c90,s89,血之兄弟：馬爾科姆X與穆罕默德阿里,從一次偶然的相遇到一場悲慘的分裂，馬爾科姆X和穆罕默德·阿里非凡的羈絆在不信任和理想轉變的壓力下崩潰。
46aae2a63c,s90,小超人雷神,生來就具有超人能力的年輕拉朱希望利用他的力量讓世界變得更美好 — 但這意味著將面臨許多挑戰！
8d76198459,s91,樂園山岳,烏瑪醒來時身處於一個郁郁蔥蔥的熱帶設施中，設施旨在把任性的女孩變成完美淑女，這本來就糟糕，但它的真正目的更糟。
400c68d6e8,s92,女人與兇手,這部紀錄片追蹤了連續殺人犯吉·喬治斯的逮捕過程，透過兩位女性的不懈努力：一位警察局長和一位受害者的母親。
9dd999af50,s93,闖入黑夜,"一部影集的英文簡介 : 
被劫持的夜間航班上的乘客和機組人員，為了在神秘的宇宙事件對下方世界造成嚴重破壞之際，竭力趕在太陽之前趕到目的地。"
ce670153e3,s94,捍衛戰警,伊麗莎白和約翰約翰住在同一個城市，但他們生活在不同的世界裡。一段熱情的初戀能否突破階級和文化隔閡？
110f215be2,s95,狗狗神探,一隻粗獷的警犬必須與一名FBI特工偽裝成一隻優雅端莊的寵物狗參加狗展，以阻止非法販賣一隻熊貓寶寶。
24f058431a,s96,圈子,在這個社會實驗和競賽節目中，地位和策略碰撞，線上玩家們透過調情、交友和假扮來爭取10萬美元的獎金。
afb3a02d2a,s97,如果我明天離開這裡：一部關於林納德史金納德的電影,透過訪談和檔案影像，本紀錄片重點記錄了傳奇南方搖滾樂隊的故事，並聚焦樂隊主唱羅尼·凡·贊特。
b691eb82d7,s98,超能小子,一個男孩的超級英雄夢成真了，當他找到了五顆強大的宇宙之石。但要拯救這一天比他想像的更困難，他無法獨自完成。
f28edb65b6,s99,海底小纵队：超越新篇,《海底小纵队》将探索领域扩展至陆地！有了新的工具和新的朋友，他們將保護任何受到威脅的栖息地和动物。
0d59c5926f,s100,勢在必行,四位女性 ─ 一位廚師、一位單親媽媽、一位女繼承人和一位求職者 ─ 在洛杉磯疫情前熱情投入愛情和工作，並夾雜著大量的中年危機。
e956ab43a2,s101,鐵甲奇俠銀河偵探隊,一個星際設備將玩具汽車變身為機器人：Tobots！他們與朋友合作解開神秘事件，保護世界免受邪惡的侵害。
dd17babf0b,s102,未被告知的：臨界點,在美國網球的傳統中延續勝利壓力下，馬迪·費希面臨精神健康挑戰，這改變了他在球場上和生活中的人生。
75f993f02f,s103,倒數：Inspiration4太空任務,從訓練到發射再到著陸，這部全方位的紀錄片系列跟隨著Inspiration4飛行員團隊，參與首次完全由民間人組成的軌道太空任務。
ebc30e6c21,s104,陰影派對,一個家庭在長期的社區衝突中面臨著毀滅，這場衝突讓親戚之間相互對立，在攻擊和報復之間。
3ce4822be3,s105,小公車泰哥,在他們熟悉這個繁忙城市的路線的同時，泰勛和他的小巴士朋友們每天都會發現新的景點，並展開刺激的冒險。
d14bafea88,s106,安格马利日记,在他的家鄉幫派戰爭中成長後，文森特組建了自己的企業小隊，最終卻陷入了法律的對立面。
cf5374c3be,s107,露營奇遇营,在 迪士尼熱門影集《傑茜》中，羅斯兄弟姊妹在緬因州的基基瓦卡夏令營度過充滿樂趣和冒險的夏天，這裡是他們父母初次相遇的地方。
e2b49e51f4,s108,堅定的心靈,一名傷心的少女必須為了還清債務而在一個牧場工作，她照顧一匹受傷的馬，這匹馬教會她更多關於療癒的事情，超出她的預期。
468cd0f779,s109,潛水俱樂部,在卡普默西角的海岸，一群熟練的青少年潛水員在其中一人神秘失蹤後，調查一連串的秘密和跡象。
4c096435ac,s110,紙房子,八名小偷攔截人質，並將自己鎖在西班牙皇家造幣廠，一名犯罪頭腦操控警方執行他的計畫。
7b2d45343d,s111,紙房子：從東京到柏林,《紙房子》的製片人和演員，如東京和教授這些角色的幕後人員，討論拍攝該系列的情感藝術過程。
703562f946,s112,鯊魚狗,半鯊魚，半狗，有一顆善良的心，肚子裡裝滿了魚條！鯊狗和他的人類朋友麥克斯一起，可以應付任何荒謬或骯髒的冒險。
b4559c41e0,s113,價值,在911事件後，一名律師在試圖為失去的生命做價值評估時，面臨情感上的調整。故事改編自真實事件。
f5251160c2,s114,派對之後的人生,凱西熱愛派對...直到她在一場意外中離世。現在這位社交蝴蝶需要在地球上彌補自己的錯誤，如果她想要賺取她的天使之翼。
7c5bbed154,s115,結局,一位富有的實業家對一名空中小姐的危險執著摧毀了她的世界，直到她親自採取行動，報復對方。
7797c37a60,s116,明亮的星星,這部劇講述了浪漫詩人約翰·济慈與他的摯愛和靈感來源之間的激情三年戀情，济慈在25歲時英年早逝。
7da4683c71,s117,彩虹,一個熱愛電影的10歲女孩和她失明的弟弟，踏上旅程前往印度，希望得到印度巨星沙魯克·汗的幫助，為弟弟爭取眼睛手術的機會。
27c4b2b2d5,s118,最終帳戶,這部紀錄片將從未曝光的訪談串連起來，採訪了參與希特勒第三帝國的最後一代人。
07171a450c,s119,古爾岡,一個富裕家庭的女兒從大學回來時，得到了她兄弟冷淡的歡迎，因為他自己有問題和計劃。
f2e9d2e755,s120,此處與彼方,通過社交媒體上的激烈交流相遇後，兩個背景不同的人在疫情期間開始了一段網上戀情。
5b4601707a,s121,廣一泡泡英雄,一顆隕石墜落後，一群動物園裡的動物變成了軟綿綿、黏黏的、有彈性的超級英雄，擁有特殊的能力，並很快就開始對抗邪惡分子。
6aae6f0f8f,s122,《德魯納飯店》,當一位精英飯店經理受邀管理一家為亡靈所設的飯店時，他開始了解這個古老主人及她奇特的世界。
dafcca29b4,s123,刀鋒上,在與調查一名年輕女子謀殺案的警察展開一段風流韻事後，一位與世隔絕的女教師懷疑她的情人與這起犯罪有牽連。
0ac17be57e,s124,盧克什,根據史詩《羅摩衍那》的最後一本書改編，這個系列故事講述了羅摩王的雙胞胎兒子在童年時期的努力和冒險。
1ea63af309,s125,듰루루 - 小企鵝阿童木,在一個小島上，企鵝寶露露和他的朋友小狐狸艾迪、河狸露露、北極熊波比和恐龍可可一起度過了快樂的冒險。
9ef2625196,s126,Q-特工隊,一位同志超級特工及其堅強的 LGBTQ 小隊努力證明自己，對低估他們的機構進行抗爭。今天，西好萊塢...明天，世界！
828188983d,s127,斯里卡拉,一對夫妻必須努力保持堅韌不拔，因為地區敵對行動驅使他們離開心愛的家園，進入難民營。
93d83c1fef,s128,灰姑娘的故事,少女薩姆在舞會上遇見了她夢寐以求的男孩，之後她又回到繼母的餐館裡辛苦工作。她遺失的手機能把他們再次拉在一起嗎？
31c466af9e,s129,阿嘉莎·克莉絲蒂的歪斜的房屋,一名偵探調查他前情人的祖父死因時，揭露了關於這位大亨操縱性家族的秘密。
e1cf55bd17,s130,一段未完成的人生,一位悲傷的寡婦和她的女兒搬到懷俄明州與她疏遠的岳父同住，這裡的時間讓她們得以療癒和原諒。
110615549d,s131,芭比：大城市大夢想,在紐約市的夏季表演藝術計劃中，來自馬里布的芭比遇見來自布魯克林的芭比，兩人迅速成為好朋友。
e66aa2c821,s132,銀翼殺手：最終版,"在一個充滿霧霾的末日洛杉磯，刀具鍵匙里克·戴卡德被召回退休，要去擊殺四名逃脫的""仿生人""。"
165da0665f,s133,勇敢動畫系列,一群超級英雄展開行動，試圖清除世界上的邪惡，但他們意識到自己可能並不站在正義的一方。這部影集改編自一部知名的漫畫作品。
012c63f7bb,s134,變形金剛,在一個未來社會裡，一個堅不可摧的機器人警察部隊確保犯罪得到控制，一個孤獨的機器人進化到了人工智能的下一個層級。
7e825ead3b,s135,明顯危險,美國總統的朋友遭到謀殺時，中央情報局副局長傑克·瑞恩無意間捲入了一場非法對抗哥倫比亞毒品集團的戰爭中。
5a5f873e1f,s136,懸崖勒馬,遊騎兵蓋布·沃克和他的搭擋被召集來救援一群被困登山者，卻得知這群登山者其實是盜賊劫機者。
5c990d0690,s137,寒山,這部劇情片講述了一個受傷的南北戰爭士兵艱難地回家的故事，而他遠在他之外的心愛之人則在她已故父親的農場上為生存而奮鬥。
37a3c8d34a,s138,鱷魚鄧迪在洛杉磯,"當密克""鱷魚"" 鄧迪和他的家人抵達洛杉磯時，很快就在這部喜劇續集中學到一些關於美國生活的課程。"
081660110c,s139,親愛的約翰,一名美國士兵在暑假時愛上了一名大學生。但當他被迫重新入伍時，他們手寫的信件將這對戀人聯繫在一起。
0ba66f8816,s140,風中奇緣,在布魯克林一個酷熱的日子裡，居民之間不斷升溫的種族緊張局勢浮出水面，引發了憤怒、暴力和悲劇。
04a4e15db0,s141,"敬稱, 犯罪的X光片",一位律師捍衛一名文盲男子，他在布宜諾斯艾利斯擔任屠夫時遭到殘酷老板剝削，最終導致悲劇發生。劇情取材自真實案件。
c366104b21,s142,解救大兵,一位退休的 CIA 特工被綁架後，他的兒子，一位政府分析師，展開了一個未經授權的任務，試圖找到他並阻止一個恐怖主義陰謀。
44b002dac0,s143,自由作家,在她那些有風險的學生閱讀一些經典作品，比如《安妮日記》的時候，一位老師要求他們寫日記，記錄他們困擾的生活。
a1395ee0e8,s144,綠光戰警,測試飛行員哈爾·喬丹穿上異世界的戒指，發揮閃亮的新力量，幫助星際力量阻止一個強大威脅。
b8ecf0d5c8,s145,家庭派對,被嚴厲的父親束縛著，Kid冒著生命危險去參加他最好的朋友Play的盛大派對，但一路上卻遇到一個又一個障礙。
8bdd416819,s146,狂歡派對2,孩子拿著獎學金去上大學，但當Play把孩子的學費資金輸給了一個可疑的音樂經紀人，他們構想了一個瘋狂的計劃來籌集現金。
1bc77565fc,s147,狂歡派對3,在小孩訂婚後，普雷計畫舉辦有史以來最盛大的單身派對。但是這兩個人的每次慶祝活動總是伴隨著各種麻煩。
e82dd4ea7b,s148,成為牛仔的秘訣,戴爾·布里斯比利用社交媒體智慧和騎牛技能來保持牛仔傳統的活力-現在他正在教世界如何做一個真正的牛仔，老兄。
8301ffa804,s149,高級理髮廳,在拉各斯市中心，一家家族經營的理髮店受到房地產開發商的威脅，他們將不惜一切代價維持生意。
5746077e91,s150,我搞定了,在拿到一批誤寄的手機後，兩個騙子試圖從他們的貨車後面兜售商品來賺錢。
afd3a41324,s151,深海迷情,新手警察傑佛瑞·科爾冒充毒品販子，試圖打擊一位犯罪頭目，卻很快捲入貪污、恐嚇和謀殺的地下世界中。
c216975043,s152,頭文字D,白天，一名18歲的青年為他的父親送豆腐，他的父親是一位退休的賽車手；但到了晚上，輪到這位青年拿起方向盤。
93edabd656,s153,揚諾克斯男孩：未說出的真相,追蹤三個澳洲兄弟和他們的兩位朋友的故事，在YouTube上發布惡作劇和笑話，他們因此成為國際知名人物。
fd20c2bd6d,s154,貓咪小子,Cookie、Pudding 和 Candy 是一對小貓的兄弟姊妹，他們最喜歡的事就是甜點和讓好奇心引領他們進行學習冒險。
5af4601965,s155,黑子的籃球,五位中學籃球明星分別進入不同的高中，現在黑子哲也和誠凛高中正努力爭取榮耀。
bf41eeb2c3,s156,迷宮,在吉姆·漢森的幻想中，少年莎拉展開了一場改變命運的追求，要從奸詐的鬼怪手中拯救她的弟弟。
75da3c2498,s157,朱麗葉的情書,在意大利威尼斯的美國女子收到一封寄給莎士比亞悲劇女主角茱麗葉·卡普萊特的信後，展開尋找浪漫的旅程。
e27b3f1ea6,s158,第16層,在一所教導女孩被動美德的陰暗學院裡，兩名學生揭露了他們訓練背後可怕的目的，並決心逃脫。
9e0b21ec96,s159,愛情無價,一名書呆子青少年試圖透過結交一個受歡迎的啦啦隊長假裝成為他的女朋友，讓自己變得酷一點。
ef17369ea9,s160,鍾情煙雲,當香港政府禁止室內吸菸時，這項新法令迫使熱衷吸菸的人到室外，也促成了一些不太可能的人際關係。
e16315cde7,s161,軍中老爸,當他娶了一位記者並成為她女兒的繼父後，一位美國海軍陸戰隊員發現他曾經井然有序的生活已不再完全受他指揮。
7af348a0df,s162,火星攻擊!,隨著飛碟朝地球飛來，美國總統準備歡迎外星訪客，但很快就得知他們並不是和平來客。
1a63b60980,s163,馬歇爾,這部關於瑟古德·馬歇爾的傳記片，他是美國最高法院首位非裔美國人大法官，著重於他作為全美有色人種協進會律師在一個轟動的案件中的關鍵工作。
c7361eb7bf,s164,老闆的女兒,一名年輕男子在老板家 de 做看守期間，希望能趁此機會贏得他心儀已久的老板女兒的心。
0f7e093ca4,s165,神秘小隊,一群非英雄試著贏得尊重，當勇敢帥氣的超級英雄驚人隊長失蹤時，他們奮力行動起來。
05f843a250,s166,年邁的人,三位年過七旬的朋友決定走出退休生活，成為一群不法之徒，他們的使命是幫助那些被司法系統背叛的人。
fe14ab6a69,s167,當年在美國,塞爾吉歐·萊昂導演的大型犯罪史詩故事，講述一群猶太黑幫在1920年代紐約市的有組織犯罪中崛起。
3cafb8ee41,s168,愛的大冒險2,艾略特和他森林裡的朋友們必須要救出他們的達克斯獵犬朋友，因為有些被寵壞的寵物想要把他送回家當寵物。
4ef15e8efe,s169,奧斯莫西斯瓊斯,彼得和鮑比·法利利超越自己，這部部分動畫的故事講述一個身體不好的40歲男人，他的身體裡寄生著各種生物。
ddf4feadc4,s170,波賽頓,一股海嘯帶來災難，一艘滿載著新年歡樂遊客的船隻翻覆，巨大的船艦傾覆了，乘客們陷入了一場生存之戰。
